Gene-type	Gene-name	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
protein_coding	TSPYL2	ENSG00000184205	27.1749956236095	2.17496712136886	0.619802357879159	3.50913011820601	0.000449574902387481	1
protein_coding	NR4A2	ENSG00000153234	27.8356082601127	2.02563301497501	0.608167321162904	3.33071663748999	0.000866227310213798	1
protein_coding	CYR61	ENSG00000142871	13.0747249491161	1.95713224232809	0.601101873298635	3.255907740876	0.00113030473001694	1
protein_coding	TBX3	ENSG00000135111	53.1455604067271	1.9267000357665	0.615067098542143	3.13250382004377	0.00173322172069005	1
protein_coding	NFATC1	ENSG00000131196	17.8946563600484	1.31090773063141	0.438298890179156	2.99089904173741	0.00278157438855745	1
antisense	AC062029.1	ENSG00000234028	5.75840808993196	1.81492518404072	0.612093956193319	2.96510881324158	0.0030257588576528	1
snRNA	RNU6-8	ENSG00000202337	2.26643225555026	1.82503067488379	0.618833552980646	2.94914628674129	0.00318653104130238	1
protein_coding	ARHGEF28	ENSG00000214944	1.3492521872291	1.81709752365456	0.617057963320472	2.94477606913379	0.00323188478630229	1
protein_coding	FOSB	ENSG00000125740	14.2107369883041	1.79904500587628	0.61905074363339	2.90613495642888	0.00365923587751006	1
Mt_tRNA	MT-TL1	ENSG00000209082	762.667349891735	1.79044328149125	0.619913441488894	2.88821496948187	0.00387434988335639	1
protein_coding	ARG2	ENSG00000081181	6.80982852802376	1.2531321229958	0.437144401779203	2.86663198223625	0.00414865132615886	1
protein_coding	C19orf26	ENSG00000099625	4.43417683287129	1.7572924996794	0.617098933736217	2.84766737326849	0.00440409289362801	1
antisense	RP11-1148L6.9	ENSG00000204620	3.64800501422524	1.57111266455072	0.555685537315043	2.82734129115904	0.00469362748738131	1
protein_coding	WBP5	ENSG00000185222	48.1782393925024	1.72150011251076	0.610060097193335	2.8218533230263	0.00477470095843258	1
protein_coding	DNAJB4	ENSG00000162616	337.77757157462	1.73351818815399	0.619996879140994	2.79601115179125	0.00517376151595323	1
protein_coding	BCORL1	ENSG00000085185	6.05706077636755	1.68356057513384	0.606441600967419	2.77612975832819	0.00550102489724562	1
protein_coding	PCDH17	ENSG00000118946	20.1168505241345	1.71681700039539	0.618471305041343	2.77590404987443	0.00550484515492062	1
protein_coding	DUSP4	ENSG00000120875	142.602823509132	1.66524660494584	0.602717779722018	2.76289610323737	0.00572909997755082	1
protein_coding	DNAJB9	ENSG00000128590	36.499306369026	1.5534760099108	0.565483129449268	2.74716597013912	0.00601127063059177	1
protein_coding	PLK2	ENSG00000145632	48.8610900658454	1.67989820325241	0.615344967981482	2.73001046675165	0.00633323147461018	1
protein_coding	HSPE1	ENSG00000115541	97.0761456416907	1.63460419713361	0.600152470950368	2.72364819984018	0.00645652407811622	1
protein_coding	ULBP3	ENSG00000131019	6.05236491958523	1.65576918338825	0.619853355960101	2.67122726281542	0.00755744602584515	1
processed_pseudogene	KRT18P7	ENSG00000258951	1.94367938508387	1.63138924959772	0.610935507971145	2.67031336092315	0.0075780487860681	1
protein_coding	GPRC5B	ENSG00000167191	5.73447149789416	1.56708062761651	0.590178844017485	2.65526398226854	0.00792463664567464	1
protein_coding	ADAMTS1	ENSG00000154734	38.2483022076563	1.63237917506436	0.615177163499184	2.65351068264504	0.00796592490398434	1
protein_coding	BAMBI	ENSG00000095739	10.1480468963689	1.61805661630717	0.619050513271271	2.61377154467866	0.00895488921253626	1
protein_coding	IRS2	ENSG00000185950	118.255014730679	1.50376406720034	0.575476908336343	2.61307455680124	0.00897317248853917	1
protein_coding	OTUD1	ENSG00000165312	84.1031513519093	1.5891837765628	0.612572808072661	2.59427737506477	0.0094789979582241	1
protein_coding	DYRK3	ENSG00000143479	10.5716097509586	1.58196588703962	0.611882339616683	2.5854086392339	0.00972636456988552	1
protein_coding	ABHD17B	ENSG00000107362	82.1752349972739	1.50202835725577	0.582247662477347	2.5797069770361	0.009888418136034	1
protein_coding	HSPB1	ENSG00000106211	369.255155130066	1.57544641432581	0.612944735548284	2.57029112570248	0.0101613082633279	1
protein_coding	FCGR2A	ENSG00000143226	183.423915455179	1.12630460718017	0.441025072818244	2.55383350425599	0.0106544189897868	1
snoRNA	SNORA58	ENSG00000249020	40.7808536298364	1.51033960411119	0.591683401167646	2.55261445754712	0.0106917773636727	1
processed_pseudogene	RP11-384A12.1	ENSG00000271483	0.792218107059831	1.52291248447016	0.597556124057492	2.54856811462222	0.0108166161530011	1
protein_coding	ACTRT3	ENSG00000184378	31.8761243583223	1.57528309712423	0.61989906906146	2.5411928743646	0.0110474957735498	1
transcribed_unprocessed_pseudogene	HSD17B7P2	ENSG00000099251	19.2960432807036	1.03175280412013	0.407318554458338	2.53303659464318	0.011307914691498	1
misc_RNA	RN7SL471P	ENSG00000263426	100.793640127218	1.47848959243503	0.584456033083957	2.52968488430787	0.0114165008151341	1
protein_coding	GADD45A	ENSG00000116717	32.3395543383646	1.50411905922584	0.595764494820039	2.52468730900149	0.0115801275136187	1
processed_pseudogene	HSPE1P4	ENSG00000258153	17.3070900012299	1.55629845996402	0.619027258378493	2.51410327881305	0.0119335481106958	1
protein_coding	BAG3	ENSG00000151929	703.574801059801	1.55427991841816	0.618589874910356	2.51261778030783	0.0119839094724452	1
protein_coding	CHRNA5	ENSG00000169684	12.7159155985196	1.54276316322454	0.614664757367103	2.50992617477032	0.0120756404306367	1
protein_coding	HES4	ENSG00000188290	24.1635714950088	1.45570204905132	0.581056696899998	2.50526679550833	0.0122359057803572	1
lincRNA	LINC00910	ENSG00000188825	6.71041491805805	1.29786487390851	0.518293251260056	2.50411301083545	0.0122758816503551	1
protein_coding	EIF2AK3	ENSG00000172071	130.183871026954	1.48606219764927	0.593976618937613	2.50188669093951	0.0123533454587083	1
protein_coding	BMP2	ENSG00000125845	65.2030546789069	1.39982192957431	0.560717566803619	2.4964831003138	0.012543164537309	1
Mt_tRNA	MT-TY	ENSG00000210144	157.711199242285	1.47948091941756	0.592920842954128	2.49524188093354	0.012587129532066	1
processed_pseudogene	HSPE1P3	ENSG00000259746	18.8049598591099	1.53812784383348	0.616891143473398	2.49335374661577	0.012654270413391	1
protein_coding	TMEM2	ENSG00000135048	60.6234695326688	1.41394079620883	0.567285677673827	2.49246693836295	0.0126859140354756	1
protein_coding	CDYL	ENSG00000153046	49.145948342254	-0.599831267357788	0.240679423346812	-2.49224158433124	0.0126939664051389	1
processed_transcript	SPAG5-AS1	ENSG00000227543	9.51257728137794	1.49293075378695	0.59941076719084	2.49066389111363	0.0127504674926309	1
antisense	CTD-2256P15.1	ENSG00000248968	2.31979987511227	1.52616158022733	0.613334570540562	2.48830190491668	0.0128354720999477	1
