Gene-type	Gene-name	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
protein_coding	COL6A3	ENSG00000163359	50319.3918555045	5.30222901785316	0.618076709891481	8.57859377808314	9.60399995935196e-18	4.89707957927357e-14
TEC	RP11-626G3.1	ENSG00000280182	484.678608350254	5.23651524506045	0.61718804843624	8.48447285771026	2.16698842300751e-17	5.52473698445765e-14
protein_coding	GREM1	ENSG00000166923	6179.98382960064	4.65275293404103	0.619891199660583	7.50575735966023	6.10744531081904e-14	1.03806212132888e-10
protein_coding	PRRG3	ENSG00000130032	76296.2760397979	4.24939520119846	0.616183937592006	6.89630959515877	5.33708164323932e-12	4.78093275758543e-09
protein_coding	ABCG1	ENSG00000160179	3335.36784998155	4.2659736280532	0.619287878817128	6.88851465363964	5.63779275797437e-12	4.78093275758543e-09
ENSG00000222604	SNORA7	ENSG00000222604	426.513037420491	4.17943802758874	0.608008685951474	6.87397750091075	6.24360597122906e-12	4.78093275758543e-09
protein_coding	SH3KBP1	ENSG00000147010	14770.7342428634	4.25679385550396	0.620064158041643	6.86508613713177	6.64511444866168e-12	4.78093275758543e-09
protein_coding	ABCA8	ENSG00000141338	2055.03692693417	4.24058085443131	0.619264446511386	6.84777057413928	7.50097314388771e-12	4.78093275758543e-09
protein_coding	GDF5OS	ENSG00000204183	675.477305009631	4.16400591803542	0.618043512872172	6.73739927903207	1.61246639302404e-11	9.13551793114397e-09
protein_coding	ZNF419	ENSG00000105136	160.528536482574	3.80860518245949	0.569432519305556	6.6884223386192	2.25589307867162e-11	1.15027988081466e-08
protein_coding	SP100	ENSG00000067066	38132.4626887916	4.1097380115773	0.619809998921397	6.63064167846457	3.34230692296056e-11	1.54931118183417e-08
protein_coding	ZNF302	ENSG00000089335	8111.16477003883	4.10024729544028	0.619910951146432	6.61425207581427	3.73434937096332e-11	1.5867872868785e-08
protein_coding	GPR85	ENSG00000164604	3768.17992382411	3.93007432616297	0.615693268929205	6.38316922482853	1.7346003630697e-10	6.80363634714801e-08
protein_coding	DNMT3A	ENSG00000119772	3871.68526453732	3.89793644789844	0.620037367884216	6.28661537158568	3.2446191291184e-10	1.18173663852676e-07
protein_coding	CEBPZOS	ENSG00000218739	1248.1655698798	3.80166643540701	0.618421696260168	6.14736911463026	7.87786578898048e-10	2.67794917720076e-07
protein_coding	STAT6	ENSG00000166888	4831.65197138124	3.68208559974252	0.615115010307234	5.98601162066165	2.15049010298529e-09	6.85334314695123e-07
protein_coding	RORA	ENSG00000069667	436.69834658527	3.68504386553075	0.618687903509391	5.95622420388056	2.58132147633667e-09	7.74244600461216e-07
antisense	AC009501.4	ENSG00000231609	1958.35034842186	3.60226993108174	0.618361274255298	5.82551023335025	5.69383701100779e-09	1.61293749550715e-06
protein_coding	FAM126A	ENSG00000122591	499.26284767719	2.97452577354091	0.535486719740076	5.55480773637997	2.77917488105816e-08	7.45842774658712e-06
protein_coding	SCUBE1	ENSG00000159307	326.759854856648	3.38096465401969	0.610690956128851	5.53629396356466	3.08938879009324e-08	7.87639672034271e-06
protein_coding	RAB12	ENSG00000206418	950.246103415473	3.41588491256041	0.619312734777945	5.5156058009774	3.4758056297557e-08	8.43958709815444e-06
protein_coding	SLC25A37	ENSG00000147454	1401.1782174001	3.26588073436872	0.619213423595751	5.27424085124618	1.33306741968528e-07	3.08968671498875e-05
processed_pseudogene	RP11-113I24.1	ENSG00000230987	5545.98702041768	3.09536695707689	0.589375532351089	5.25194343363578	1.50502687990577e-07	3.3365791567998e-05
protein_coding	CD47	ENSG00000196776	2026.02599840807	3.19461378023105	0.617849802258092	5.17053460008485	2.33425247287168e-07	4.95931389965529e-05
snoRNA	SNORD17	ENSG00000212232	25749.7984690862	-2.01487113876772	0.40452221404275	-4.98086648599917	6.33002025332782e-07	0.000129107093086874
protein_coding	ADAP1	ENSG00000105963	141.833358581347	2.69998515307944	0.573758897981699	4.70578349647758	2.52892797226868e-06	0.000495961681946076
protein_coding	PDGFA	ENSG00000197461	1605.98389440874	2.86879493918145	0.617975289842885	4.64224862439212	3.44637803104481e-06	0.000650854873344352
Mt_tRNA	MT-TW	ENSG00000210117	81.6581580095386	2.41099792261681	0.555659049695878	4.33898795301974	1.43140368128644e-05	0.00260668834674271
protein_coding	MYC	ENSG00000136997	342.302651054143	2.42583649455258	0.575121961560614	4.21795142019961	2.46531915185949e-05	0.00433471115701088
snoRNA	SNORD3C	ENSG00000264940	278564.273048986	-1.61503544412894	0.43455122287702	-3.71655942753153	0.000201954155587054	0.034325474644613
protein_coding	STAG2	ENSG00000101972	2158.52536050568	2.18062461257118	0.598362285046572	3.64432162097492	0.000268097998525182	0.0440977965961259
protein_coding	DPPA4	ENSG00000121570	811.600794455647	1.98209913848217	0.546926364207998	3.6240694693013	0.000290003656210144	0.0462102700942352
snoRNA	SNORD3B-2	ENSG00000262074	327525.010516516	-1.55192726467737	0.439542485655795	-3.53077874226858	0.000414338185391749	0.0621947856195126
snoRNA	SNORD3B-1	ENSG00000265185	327584.080003502	-1.55189880784898	0.439564221063506	-3.53053941491013	0.000414713220447819	0.0621947856195126
snoRNA	SNORD3A	ENSG00000263934	403416.011965434	-1.50634466606832	0.439309523560577	-3.42889144277931	0.000606051883390655	0.0882931015259699
protein_coding	HSPA4	ENSG00000170606	950.125382120226	1.77990692089893	0.538794569117067	3.30349825874396	0.000954865624087318	0.135246106033923
Mt_tRNA	MT-TH	ENSG00000210176	73.1276312038651	1.92975349351278	0.593012711790945	3.25415198551946	0.00113731414764681	0.156734184833814
Mt_tRNA	MT-TQ	ENSG00000210107	255.189640304156	1.89277461429314	0.597482575720695	3.16791600493125	0.00153535872492293	0.206020898378474
snoRNA	SNORA12	ENSG00000212464	1001.36179059705	-1.35473615175927	0.448135744707946	-3.02304863594882	0.00250242021719252	0.327175402242683
protein_coding	TXN	ENSG00000136810	560.520897920814	-0.783737428159268	0.261997015527317	-2.99139830498394	0.00277703016425914	0.354001920188934
processed_transcript	SNHG5	ENSG00000203875	7045.88780131071	-1.57399815584113	0.539532276782401	-2.91733826422388	0.00353032683426421	0.439052110436908
protein_coding	SDC2	ENSG00000169439	1806.1743279999	-1.31172197044428	0.466244253528965	-2.81337938326524	0.00490237740137972	0.59517196118179
processed_pseudogene	RPS3AP6	ENSG00000234797	2017.89400286254	-1.18376217876294	0.431705176561324	-2.74206158052585	0.00610548940907682	0.723997453415877
protein_coding	MAP4K4	ENSG00000071054	679.711072334086	1.60960039668085	0.595970622520422	2.70080493208487	0.0069171895352122	0.80160794181925
lincRNA	LINC00324	ENSG00000178977	151.190269071427	1.31637599772559	0.490963067009355	2.68121185926293	0.00733560578135802	0.831205641758768
protein_coding	POLG	ENSG00000140521	99.7182591093695	0.7934521263324	0.29810240292919	2.66167638548312	0.00777525915754714	0.861870574876802
protein_coding	CCDC90B	ENSG00000137500	172.585327176795	-1.07599080840796	0.405475977317714	-2.65364872051313	0.00796266729303286	0.863864692067544
processed_pseudogene	COX7CP1	ENSG00000235957	186.399679722904	-1.57878446605157	0.600364417056963	-2.6297102579645	0.00854576681672625	0.907809687468482
scaRNA	SCARNA22	ENSG00000249784	936.501717066534	-1.29622778483899	0.500792345142794	-2.58835383050711	0.00964358655666376	0.989842344174118
protein_coding	A2M	ENSG00000175899	1358.00384787855	-1.13202934359152	0.445448301476114	-2.54132598517096	0.0110432902835328	0.989842344174118
protein_coding	LRRC8C	ENSG00000171488	240.649635927298	-1.22702040231943	0.488402724122236	-2.51231277328488	0.0119942731027067	0.989842344174118
protein_coding	RPS6	ENSG00000137154	4623.75003976212	-1.01351217184866	0.404817388054264	-2.50362805985202	0.0122927185467268	0.989842344174118
protein_coding	PCDH9	ENSG00000184226	137.471017057263	1.52905944459	0.613338332527822	2.49301138294767	0.0126664785486165	0.989842344174118
protein_coding	COX7C	ENSG00000127184	787.143808166299	-1.30561438726927	0.525320426803852	-2.48536763592627	0.0129417705340673	0.989842344174118
processed_pseudogene	RPS3AP5	ENSG00000178429	1078.57313088795	-1.13146834867637	0.460983425142803	-2.45446644491799	0.0141093831846015	0.989842344174118
protein_coding	FEM1C	ENSG00000145780	118.289580090706	1.39488876462273	0.571697434150829	2.43990733786418	0.0146910296743336	0.989842344174118
protein_coding	PAFAH1B2	ENSG00000168092	152.026914048898	0.828438633785776	0.34732074506448	2.38522646734498	0.0170686103058219	0.989842344174118
protein_coding	RALGDS	ENSG00000160271	60.2859776637002	0.965407796774553	0.408018819910897	2.36608643931027	0.0179772465707695	0.989842344174118
processed_pseudogene	RP11-480I12.2	ENSG00000235449	117.50227436513	-1.41694736204108	0.601103764623305	-2.35724253520362	0.0184112175609227	0.989842344174118
protein_coding	LPAR6	ENSG00000139679	219.472921667004	-1.36564882986657	0.581439361448934	-2.34873818391553	0.0188371470141683	0.989842344174118
Mt_tRNA	MT-TV	ENSG00000210077	453.63240141679	1.29657220742214	0.552114801297229	2.34837429530192	0.0188555626169252	0.989842344174118
protein_coding	JADE1	ENSG00000077684	233.497422662483	1.41938373494084	0.607653345586607	2.33584451603836	0.0194993465650821	0.989842344174118
misc_RNA	RN7SL711P	ENSG00000276047	75.2964311056331	-1.10606479300367	0.474751711251622	-2.32977526313212	0.0198180322398131	0.989842344174118
protein_coding	FAM175B	ENSG00000165660	74.6698581684347	-1.03328115232406	0.446289263601249	-2.31527226083413	0.0205980368314375	0.989842344174118
transcribed_unprocessed_pseudogene	FAM205CP	ENSG00000187791	152.768384794061	-0.95841408124605	0.415872535741534	-2.30458613848381	0.0211897630298938	0.989842344174118
protein_coding	DDX60L	ENSG00000181381	499.659941528077	-1.18759040707081	0.515988637530344	-2.30158247816256	0.0213587292021552	0.989842344174118
protein_coding	PECAM1	ENSG00000261371	818.597812744952	-1.135374782148	0.494716465731723	-2.29500099712407	0.021733067152905	0.989842344174118
protein_coding	DNAJB4	ENSG00000162616	337.77757157462	1.40986981209452	0.614859521652337	2.2929950052749	0.0218482925117105	0.989842344174118
protein_coding	RPL5	ENSG00000122406	2517.78530127859	-0.87214704697787	0.380847426102935	-2.29001691281523	0.0220203362433896	0.989842344174118
protein_coding	TRIM26	ENSG00000234127	124.77389358836	1.37520244539577	0.604578786966864	2.27464554668728	0.0229272014988703	0.989842344174118
protein_coding	LGALS8	ENSG00000116977	157.631140777486	-1.16700422977916	0.515477641480971	-2.26392792988334	0.0235785478007933	0.989842344174118
protein_coding	SH3BGRL	ENSG00000131171	402.271611853163	-0.995860253541875	0.441269990036061	-2.25680484970322	0.0240202715774552	0.989842344174118
processed_pseudogene	RPS3AP26	ENSG00000214389	1641.80050291833	-0.95859514762027	0.425208983118726	-2.2544094449496	0.0241704216560876	0.989842344174118
protein_coding	EVI2A	ENSG00000126860	203.206012737308	-1.30699805114074	0.580852571527269	-2.2501373243544	0.0244402294023113	0.989842344174118
protein_coding	LYST	ENSG00000143669	1083.50609886747	-1.14223670374699	0.508096157221821	-2.24807192007226	0.0245716042713587	0.989842344174118
protein_coding	TNFSF14	ENSG00000125735	127.007938012089	1.3533607661349	0.610923735439355	2.21526957888059	0.0267415665955416	0.989842344174118
protein_coding	MAP2K2	ENSG00000126934	66.6241138631855	0.727010319262299	0.330552949748778	2.19937628696047	0.0278511773308347	0.989842344174118
protein_coding	CAP1	ENSG00000131236	14813.5088883385	-0.934712199440334	0.42567330931143	-2.19584404047396	0.028103108211872	0.989842344174118
protein_coding	PPCS	ENSG00000127125	610.808025393039	-1.14727720819893	0.523195421310554	-2.19282730977483	0.0283198235183561	0.989842344174118
Mt_tRNA	MT-TM	ENSG00000210112	722.405282364719	1.35627226411465	0.619113282426583	2.19066898193302	0.0284757552777555	0.989842344174118
protein_coding	PLXDC2	ENSG00000120594	374.125370017219	-1.19523842562963	0.548031278785578	-2.18096753214204	0.0291858180318135	0.989842344174118
protein_coding	ZNF117	ENSG00000152926	159.871657875706	-1.17033332026676	0.537188816860408	-2.17862562200523	0.0293594911878316	0.989842344174118
protein_coding	PPFIA2	ENSG00000139220	64.1051256046245	1.29509717086998	0.594690846178616	2.17776543760857	0.029423504282124	0.989842344174118
protein_coding	C5orf51	ENSG00000205765	72.3366315424052	-0.971630700388249	0.446774317240979	-2.17476847458126	0.0296474706381246	0.989842344174118
protein_coding	PRNP	ENSG00000171867	103.280543785376	1.28081304719813	0.590895845719198	2.16757835831323	0.0301907818374006	0.989842344174118
protein_coding	DEDD2	ENSG00000160570	137.604235468978	1.31946267747879	0.612794016570554	2.15319118953388	0.0313036558193896	0.989842344174118
protein_coding	IGFBP7	ENSG00000163453	81.5534844575195	-1.22991745068281	0.57121343227845	-2.15316619179792	0.0313056196651421	0.989842344174118
protein_coding	SLC9A7	ENSG00000065923	76.3861425325123	-0.982447045867242	0.45638508050474	-2.15267125906198	0.0313445238191462	0.989842344174118
protein_coding	ATP8B4	ENSG00000104043	452.04575031648	-1.23414547728908	0.578342929216873	-2.13393371811464	0.0328482069040777	0.989842344174118
snoRNA	SNORD101	ENSG00000206754	610.154461554566	-1.05559413402216	0.498612511822774	-2.1170630679989	0.0342544955762891	0.989842344174118
processed_pseudogene	RP11-676M6.1	ENSG00000254612	203.108567892141	1.29220277973238	0.612474962626947	2.10980506727987	0.0348751498265513	0.989842344174118
protein_coding	ESYT2	ENSG00000117868	205.611767815282	-1.01979210474636	0.484193769921248	-2.10616527534466	0.0351899983374406	0.989842344174118
processed_pseudogene	EEF1A1P13	ENSG00000250182	1582.40998081161	-0.878215936179321	0.418022214749638	-2.10088341047928	0.0356512020353375	0.989842344174118
protein_coding	CELF2	ENSG00000048740	179.90879817788	-1.1517397590434	0.549391223728657	-2.09639271487934	0.036047368124166	0.989842344174118
